company_name,valuation,date_joined,country,city,industry,investors,founded_year,total_raised,about_company,company_address_street,company_address_city_state_zip,company_address_city_country,company_address_city_phone,company_url,company_img,financials_investors_count,financials_investments,iso_alpha,continent,year_joined,month_joined,day_joined
XForcePlus,1.0,2021-06-01,China,Shanghai,Enterprise Tech,"Eastern Bell Capital, Danhua Capital, MSA Capital",2015,$200M,"XForcePlus is a company that specializes in supply chain information collaboration and value-added tax invoice management in the cloud platform industry. The company offers a range of services including enterprise collaboration platforms, tax invoice management, electronic imaging, electronic archives, and data value-added services. These services are primarily targeted towards large corporations and group enterprises. It was founded in 2015 and is based in Shanghai, Shanghai.","3/F, Building 15, Shanghai International Development HQ 2999 Hutai Rd, Baoshan District","Shanghai, Shanghai, 200444, ",China,+86 400-630-4000,https://xforceplus.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/modified/1717bd4f-579e-435b-b932-5a4fc466eb5c.png?w=3840,13,2,CHN,Asia,2021,6,1
Sky Mavis,3.0,2021-10-04,Vietnam,Ho Chi Minh City,Media & Entertainment,"Fabric Ventures, 500 Global, Standard Crypto",2018,,"Axie Infinity is a Pokemon-inspired universe where users can earn tokens through skilled gameplay and contributions to the ecosystem. Players can battle, collect, raise, and build a land-based kingdom for their pets. The company was founded in 2018 and is based in Ho Chi Minh City, Vietnam.", ,"Ho Chi Minh City, ",Vietnam,,https://axiefinity.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/modified/f53ccd3f-c6b0-4018-80c5-f6684a0e279f.png?w=3840,1,,VNM,Asia,2021,10,4
MoMo,2.27,2021-12-10,Vietnam,Ho Chi Minh City,Financial Services,"Goodwater Capital, Warburg Pincus, GS Growth",2007,$433.7M,"MoMo is a financial technology company specializing in digital payment solutions and super application development. The company offers a comprehensive ecosystem that allows users to perform various daily activities through their platform, as well as leveraging data analytics and AI to enhance user experience and merchant services. MoMo's products cater to various sectors including financial services, e-commerce, and more. It was founded in 2007 and is based in Ho Chi Minh City, Vietnam.","No. 8 Hoang Van Thai, Ward 1, Tan Phu Ward, District 7 6th Floor, Phu My Hung Building","Ho Chi Minh City, ",Vietnam,1900 5454 41,https://momo.vn,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/modified/d31c11ea-77b5-4bd9-8dc4-45eb4489655a.png?w=3840,10,2,VNM,Asia,2021,12,10
Agile Robots,1.0,2021-09-09,Germany,Munich,Industrials,"Hillhouse Capital Management, Sequoia Capital China, Linear Venture",2018,$380M,"Agile Robots SE is a high-tech company focused on bridging the gap between artificial intelligence and robotics within the automation industry. The company specializes in developing systems with state-of-the-art full-body force sensitivity and world-leading vision intelligence, offering intelligent, easy-to-use, and affordable robotic solutions for safe human-robot interaction. Agile Robots SE caters to various sectors requiring automation, such as machine tending, assembly, material handling, and quality inspection. It was founded in 2018 and is based in Munich, Germany.",Staffelseestraße 8 ,"Munich, 81477, ",Germany,+49 89/277 814 101,https://agile-robots.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/original/84ef4793-3dcd-423d-b995-7fc28009908a.png?w=3840,15,1,DEU,Europe,2021,9,9
Cars24,3.3,2020-11-24,India,Gurgaon,Industrials,"Moore Strategic Ventures, DST Global, Sequoia Capital India",2015,$1.296B,"Cars24 is a technology-enabled used car marketplace. It provides a used car trading platform offering online and offline services and also enables the selling of used cars and used two-wheeled motorbikes. The company fixes and then resells vehicles for an agreed-upon price. It was founded in 2015 and is based in Gurgaon, India.","10th Floor, Tower B, Unitech Cyber Park Sector 39","Gurgaon, 122003, ",India,+91 1800 258 5656,https://cars24.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/original/1caddbee-8f1b-4101-b79d-5374e678f8c3.png?w=3840,39,,IND,Asia,2020,11,24
National Stock Exchange of India,6.5,2020-07-01,India,Mumbai,Financial Services,"TA Associates, SoftBank Group, GS Growth",1992,$149.5M,"National Stock Exchange of India (NSE) provides a platform giving information related to the Indian stock market. It provides live prices for all stocks and indices traded on the NSE. The company was founded in 1992 and is based in Mumbai, India.","Exchange Plaza, Plot no. C/1, G Block, Bandra East Bandra-Kurla Complex","Mumbai, 400051, ",India,022 68645400,https://nseindia.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/original/b14fd3ed-ed6a-4fbf-b136-da27ab6deed3.png?w=3840,11,3,IND,Asia,2020,7,1
Boba,1.5,2022-04-05,United States,San Francisco,Enterprise Tech,"DeFi Technologies, Hypersphere Ventures, M13",2015,$70K,"Boba is a company that focuses on the food and beverage industry, specifically in the domain of Asian cuisine. The company offers a variety of Asian-themed dishes, influenced by the culinary traditions of Thailand, Vietnam, Taiwan, and China, with a unique street fare approach. Boba primarily serves to the food and beverage industry. It was founded in 2015 and is based in Lewiston, Maine.",97 Lisbon Street ,"Lewiston, Maine, 04240, ",United States,207-689-3105,https://bobamaine.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/modified/bbca3753-1201-46fe-8e94-37abe584548a.png?w=3840,1,,USA,Americas,2022,4,5
Mammoth Biosciences,1.0,2021-09-09,United States,Brisbane,Healthcare & Life Sciences,"NFX, Plum Alley, Mayfield",,,"Mammoth Diagnostics, also known as Mammoth Biosciences, focuses on the biotechnology sector with an emphasis on CRISPR technology for therapeutic and diagnostic applications. The company specializes in the discovery of novel CRISPR systems for precision gene editing and offers a CRISPR-based detection platform for molecular diagnostics. Mammoth Biosciences serves various sectors including healthcare, agriculture, environmental monitoring, and biodefense. It is based in San Francisco, California.",953 Indiana St. ,"San Francisco, California, 94107, ",United States,,https://mammothdiagnostics.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/modified/17b21731-4b00-4581-9390-ec5f594ee216.png?w=3840,1,,USA,Americas,2021,9,9
Augustinus Bader,1.0,2022-11-09,United Kingdom,London,Consumer & Retail,General Atlantic,2017,$25M,"Augustinus Bader is a company that specializes in the development of skincare, haircare, and supplement products, operating within the beauty and wellness industry. The company offers a range of products including skin creams, serums, cleansers, exfoliators, and hair treatments, all designed to nourish and rejuvenate the skin and hair. These products are primarily marketed to consumers seeking high-quality, scientifically-backed beauty and wellness solutions. It was founded in 2017 and is based in London, England.","Oxford Street Unit 2.02, 411-413","London, England, W1C 2PE, ",United Kingdom,,https://augustinusbader.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/modified/86abffdc-7e83-4ce1-829e-5271f80c3731.png?w=3840,6,,GBR,Europe,2022,11,9
Algolia,2.25,2021-07-28,United States,San Francisco,Enterprise Tech,"Accel, Alven Capital, Storm Ventures",2012,$334.34M,"Algolia operates as an end-to-end AI search and discovery platform in the technology sector. The company offers a suite of search solutions that leverage natural language processing and vector search technology to deliver relevant search experiences across web, mobile, and voice-enabled devices. Algolia primarily serves sectors such as retail e-commerce, B2B e-commerce, marketplaces, media, and SaaS. It was founded in 2012 and is based in Palo Alto, California.",3790 El Camino Real Unit 518,"Palo Alto, California, 94306, ",United States,415-366-9672,https://algolia.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/modified/7e4e09e4-ef36-458a-bf75-581e3d9d7172.png?w=3840,29,,USA,Americas,2021,7,28
Niantic,9.0,2017-11-24,United States,San Francisco,Media & Entertainment,"Nintendo, Google, Pokemon Company International, Spark Capital",2011,$770M,"Niantic develops augmented reality (AR) technology. The company's main offerings include AR games and applications that encourage exploration of the physical world. It primarily serves the gaming and application development sectors. The company was founded in 2011 and is based in San Francisco, California.",1 Ferry Building Suite 200,"San Francisco, California, 94111, ",United States,650-539-4653,https://nianticlabs.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/original/edfd5fb2-8fd2-4780-bc52-6eded3787e13.png?w=3840,23,4,USA,Americas,2017,11,24
BlockDaemon,3.25,2021-09-21,United States,Los Angeles,Financial Services,"BOLDstart Ventures, Lerer Hippeau, Kenetic Capital",2017,$401.54M,"Blockdaemon is a company focused on providing blockchain infrastructure solutions within the blockchain economy. Its main offerings include secure wallet services, comprehensive node management, and crypto staking platforms designed for institutional-grade clients. Blockdaemon's products cater to a diverse range of sectors including financial institutions, crypto platforms, and developers seeking scalable and secure blockchain integration. Blockdaemon was formerly known as Trak. It was founded in 2017 and is based in Los Angeles, California.",6060 Center Drive 10th Floor,"Los Angeles, California, 90045, ",United States,800-465-6870,https://blockdaemon.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/original/dc075019-c49c-47fb-99b1-64ce57a25ce8.png?w=3840,41,5,USA,Americas,2021,9,21
Orchard,1.0,2021-09-09,United States,New York,Financial Services,"Accomplice, Juxtapose, FirstMark Capital",,,Perch is a company that focuses on digital design tools in the technology industry. The company offers a free logo maker that allows users to create custom logos for personal or business use. The tool uses artificial intelligence to generate unique designs based on user preferences. It is based in Australia., ,,Australia,,https://perchpayments.launchaco.com,https://steelsport.de/img/nologo.png,1,,USA,Americas,2021,9,9
Mollie,6.5,2020-09-08,Netherlands,Amsterdam,Financial Services,Technology Crossover Ventures,2004,$934.32M,"Mollie operates as a payment services provider. It builds payment products, commerce solutions, and application programming interfaces (APIs) that let users accept online and mobile payments. The company was founded in 2004 and is based in Amsterdam, Netherlands.",Keizersgracht 126 ,"Amsterdam, 1015 CW, ",Netherlands,+31 20 820 20 70,https://mollie.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/original/066ec937-7b8b-4933-821e-3b916444f3b8.png?w=3840,13,,NLD,Europe,2020,9,8
Upside,1.5,2022-04-26,United States,DC,Consumer & Retail,"Bessemer Venture Partners, Builders VC, General Catalyst",2016,$165M,"Upside operates as a retail technology company. The company's main service is a mobile application that offers cash-back rewards to consumers for their everyday purchases such as gas, groceries, and food. It primarily serves the retail industry. Upside was formerly known as GetUpside. It was founded in 2016 and is based in Washington, DC.",1701 Rhode Island Avenue ,"Washington, DC, 20036, ",United States,855-252-2151,https://upside.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/modified/d89b7651-fd33-4d44-9d56-b9af9f7e71e5.png?w=3840,6,1,USA,Americas,2022,4,26
Zopa,1.0,2021-10-19,United Kingdom,London,Financial Services,"IAG Capital Partners, Augmentum Fintech, Northzone Ventures",2005,$857.33M,"Zopa is a financial services company focused on providing fair and honest financial products. The company offers peer-to-peer lending, intelligent investments, fixed-term savings, and credit cards designed to empower customers to take control of their finances. Zopa primarily serves individuals seeking to borrow or save money. It was founded in 2005 and is based in London, United Kingdom.","Tooley Street 1st Floor, Cottons Centre","London, England, SE1 2QG, ",United Kingdom,020 7580 6060,https://zopa.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/modified/0e4b55b5-034d-41ae-abfc-dfef7b051921.png?w=3840,19,,GBR,Europe,2021,10,19
